-0.0527677,-0.206068,-0.583803,-0.0383509,0.00147482,-0.0405132
-0.0997138,-0.345971,-0.658479,-0.0299317,0.00271347,-0.0310531
-0.187899,-0.509907,-0.662447,-0.0329683,0.00771626,-0.0366917
-0.244802,-0.618036,-0.557238,-0.0276135,0.0056317,-0.0408593
-0.259003,-0.708137,-0.525657,-0.025773,0.0018078,-0.0360032
-0.19921,-0.641253,-0.989592,-0.0151129,-0.0228727,0.176573
-0.183891,-0.595547,-1.31051,-0.00796892,-0.0190988,0.180057
-0.210633,-0.408647,-0.974512,-0.0239026,-0.0235778,0.177904
-0.186006,-0.291097,-0.984266,-0.017011,-0.0355635,0.174029
-0.211205,-0.129052,-0.6623,-0.0390631,-0.0288372,0.174616
-0.223926,-0.197827,-0.698464,2.69953e-05,-0.0127383,0.168829
-0.24617,-0.268314,-0.492024,-0.00224667,-0.01777,0.170933
-0.231657,-0.291838,-0.493088,-0.00013769,-0.0300322,0.174153
-0.271197,-0.329483,-0.472708,-0.0016456,-0.0286174,0.171981
-0.253213,-0.386964,-0.389631,0.000974603,-0.0271278,0.175032
-0.251336,-0.365028,-0.293989,-0.0217651,-0.00550478,0.130772
-0.2421,-0.39458,-0.12516,-0.0315339,0.000705416,0.133977
-0.199538,-0.362661,-0.321591,-0.0250138,-0.00329742,0.135061
-0.228112,-0.331675,-0.407014,-0.0188303,0.00434024,0.135635
-0.167097,-0.312853,-0.297681,-0.0119939,-0.0140782,0.136629
-0.506856,-1.0187,1.4094,0.0651894,-0.0934145,0.122369
-0.683803,-1.53336,1.79773,0.0666735,-0.0489857,0.133806
-0.744977,-2.10674,1.01156,0.0816127,-0.0631169,0.12951
-0.370954,-1.90611,-1.30318,-0.0470093,0.0573504,0.128146
-0.147755,-1.60776,-2.15857,-0.0557669,0.0498286,0.119082
0.140785,-1.65513,1.92898,0.0342568,0.0549043,0.124807
0.37852,-1.57317,1.19594,0.0171137,0.0701664,0.123048
0.388525,-1.22738,0.575933,-0.037373,0.0400288,0.127974
0.231158,-0.765635,-0.0136086,-0.083954,-0.00876078,0.118319
-0.0119102,-0.320567,-0.892193,-0.087928,-0.0419546,0.117999
-0.057089,-0.368929,-0.24944,-0.0328677,-0.0017298,0.0947312
-0.12127,-0.381117,-0.247897,-0.0299155,0.00460003,0.0927085
-0.144363,-0.433647,-0.252437,-0.0361494,-0.00238296,0.0907848
-0.185753,-0.462348,-0.0561462,-0.0368285,-0.00160278,0.0923849
-0.225028,-0.500491,-0.192802,-0.03635,-0.00144199,0.0876052
0.440325,-0.0221645,-2.66811,-0.179212,0.129594,-0.065851
1.0558,-0.00244191,-1.89524,-0.0999749,0.146913,-0.0652321
1.63719,-0.126148,-1.31116,-0.0635781,0.180705,-0.0600498
1.96584,-0.239388,-0.733195,-0.0603973,0.179412,-0.059255
1.96926,-0.167823,-0.130363,-0.0911409,0.124676,-0.0621754
1.26905,-0.43798,0.734901,-0.0154419,0.0208046,-0.0711583
0.729543,-0.725259,0.927111,-0.00866309,0.0175048,-0.070012
0.314039,-0.996657,0.832685,0.000319789,0.026309,-0.0704549
-0.0286498,-1.20453,0.803595,0.00199084,0.0179536,-0.0739684
-0.320023,-1.3165,0.626842,0.00686503,0.00412937,-0.0713103
-0.212419,-1.37468,0.506013,-0.0165407,0.0260412,-0.0540798
-0.15735,-1.35358,0.397166,-0.0353708,0.0277551,-0.048653
-0.178206,-1.25576,0.327281,-0.0443675,0.0229343,-0.045731
-0.212881,-1.08136,0.127383,-0.058768,0.00473939,-0.0491553
-0.358486,-0.946142,0.0388714,-0.0614407,0.00346439,-0.0493736
-0.418809,-0.856557,-0.226997,-0.0575544,0.0017134,-0.0443144
-1.16943,-1.83808,2.92739,0.146504,-0.167168,0.0273979
-1.99403,-2.50209,1.95394,0.133505,-0.244805,0.0260245
-2.57185,-2.63819,1.86395,0.0549537,-0.221874,0.0257339
-2.91105,-2.51704,1.05637,0.0129568,-0.173113,0.0224928
-2.90104,-2.36168,-0.0425039,0.00448875,-0.144513,0.0227731
-2.396,-1.69162,-1.26299,-0.101957,-0.00953363,0.00700722
-1.992,-1.05325,-1.48778,-0.121949,0.00353012,0.0103502
-1.61544,-0.661454,-1.29355,-0.116501,0.0175523,0.0125189
-1.20949,-0.452601,-0.957926,-0.0917335,0.0413801,0.0109094
-0.869817,-0.351064,-0.525271,-0.0817942,0.0505604,0.0132277
-0.791356,-0.481241,-0.0706284,-0.0335818,0.0108002,0.0173424
-0.686171,-0.57646,-0.0365395,-0.0388903,0.00369742,0.0166155
-0.650379,-0.634623,-0.162971,-0.0463724,0.00835257,0.019345
-0.627782,-0.659019,-0.0182969,-0.0502871,0.00720527,0.0185732
-0.560087,-0.63407,0.106478,-0.0440588,-0.00229883,0.0179142
